clef Stat;Date De Vente;Designation Article;Total Qte VEndue;Total ca vente HT;Total Ca Vente TTC;
3329483432502;04/11/2017;CROC  O  CHOC;3;8.46;8.94;
3329483432502;11/11/2017;CROC  O  CHOC;3;8.46;8.94;
3329483432502;18/11/2017;CROC  O  CHOC;1;2.82;2.98;
3329483432502;01/12/2017;CROC  O  CHOC;2;5.64;5.96;
3329483432502;09/12/2017;CROC  O  CHOC;1;2.82;2.98;
3329483432502;16/12/2017;CROC  O  CHOC;2;5.64;5.96;
3329483432502;21/12/2017;CROC  O  CHOC;1;2.82;2.98;
3329483512006;22/09/2017;POPS MIEL;1;1.96;2.07;
3329483512006;23/09/2017;POPS MIEL;1;1.96;2.07;
3329483512006;30/09/2017;POPS MIEL;2;3.92;4.14;
3329483512006;06/10/2017;POPS MIEL;1;1.96;2.07;
3329483512006;07/10/2017;POPS MIEL;2;3.92;4.14;
3329483512006;13/10/2017;POPS MIEL;2;3.92;4.14;
3329483512006;14/10/2017;POPS MIEL;3;5.88;6.21;
3329483512006;27/10/2017;POPS MIEL;3;5.88;6.21;
3329483512006;28/10/2017;POPS MIEL;2;3.92;4.14;
3329483512006;04/11/2017;POPS MIEL;1;1.96;2.07;
3329483512006;10/11/2017;POPS MIEL;1;1.96;2.07;
3329483512006;18/11/2017;POPS MIEL;6;11.76;12.42;
3329483512006;25/11/2017;POPS MIEL;2;3.92;4.14;
3329483512006;30/11/2017;POPS MIEL;1;1.96;2.07;
3329483512006;02/12/2017;POPS MIEL;2;3.92;4.14;
3329483512006;07/12/2017;POPS MIEL;1;1.96;2.07;
3329483512006;09/12/2017;POPS MIEL;4;7.84;8.28;
3329483512006;16/12/2017;POPS MIEL;3;5.88;6.21;
3329483512006;31/12/2017;POPS MIEL;1;1.96;2.07;
3329483522500;30/09/2017;RIZ SOUFFLE AU CACAO;2;4.68;4.94;
3329483522500;06/10/2017;RIZ SOUFFLE AU CACAO;3;7.02;7.41;
3329483522500;13/10/2017;RIZ SOUFFLE AU CACAO;3;7.02;7.41;
3329483522500;14/10/2017;RIZ SOUFFLE AU CACAO;1;2.34;2.47;
3329483522500;20/10/2017;RIZ SOUFFLE AU CACAO;1;2.34;2.47;
3329483522500;21/10/2017;RIZ SOUFFLE AU CACAO;1;2.34;2.47;
3329483522500;27/10/2017;RIZ SOUFFLE AU CACAO;2;4.68;4.94;
3329483522500;04/11/2017;RIZ SOUFFLE AU CACAO;1;2.34;2.47;
3329483522500;11/11/2017;RIZ SOUFFLE AU CACAO;1;2.34;2.47;
3329483522500;17/11/2017;RIZ SOUFFLE AU CACAO;1;2.34;2.47;
3329483522500;24/11/2017;RIZ SOUFFLE AU CACAO;1;2.34;2.47;
3329483522500;25/11/2017;RIZ SOUFFLE AU CACAO;1;2.34;2.47;
3329483522500;01/12/2017;RIZ SOUFFLE AU CACAO;1;2.34;2.47;
3329483522500;16/12/2017;RIZ SOUFFLE AU CACAO;2;4.68;4.94;
3329484310250;01/09/2017;POIS CHICHES VRAC;1.64;5.83;6.15;
3329484310250;02/09/2017;POIS CHICHES VRAC;1.629;5.8;6.11;
3329484310250;09/09/2017;POIS CHICHES VRAC;0.41;1.46;1.54;
3329484310250;16/09/2017;POIS CHICHES VRAC;1.505;5.14;5.42;
3329484310250;22/09/2017;POIS CHICHES VRAC;0.265;0.9;0.95;
3329484310250;29/09/2017;POIS CHICHES VRAC;0.57;1.94;2.05;
3329484310250;13/10/2017;POIS CHICHES VRAC;1.975;6.73;7.11;
3329484310250;14/10/2017;POIS CHICHES VRAC;0.16;0.55;0.58;
3329484310250;21/10/2017;POIS CHICHES VRAC;0.305;1.04;1.1;
3329484310250;27/10/2017;POIS CHICHES VRAC;0.741;2.53;2.67;
3329484310250;28/10/2017;POIS CHICHES VRAC;0.365;1.24;1.31;
3329484310250;03/11/2017;POIS CHICHES VRAC;0.49;1.67;1.76;
3329484310250;10/11/2017;POIS CHICHES VRAC;1.168;3.98;4.21;
3329484310250;11/11/2017;POIS CHICHES VRAC;5.888;20.09;21.2;
3329484310250;17/11/2017;POIS CHICHES VRAC;0.685;2.34;2.47;
3329484310250;18/11/2017;POIS CHICHES VRAC;1.855;6.33;6.68;
3329484310250;23/11/2017;POIS CHICHES VRAC;0.291;1;1.05;
3329484310250;30/11/2017;POIS CHICHES VRAC;1.321;4.51;4.76;
3329484310250;01/12/2017;POIS CHICHES VRAC;0.495;1.69;1.78;
3329484310250;02/12/2017;POIS CHICHES VRAC;0.94;3.2;3.38;
3329484310250;07/12/2017;POIS CHICHES VRAC;0.935;3.19;3.36;
3329484310250;09/12/2017;POIS CHICHES VRAC;1.385;4.73;4.99;
3329484310250;14/12/2017;POIS CHICHES VRAC;0.246;0.84;0.89;
3329484310250;15/12/2017;POIS CHICHES VRAC;1.193;4.06;4.29;
3329484310250;16/12/2017;POIS CHICHES VRAC;0.6;2.05;2.16;
3329484310250;21/12/2017;POIS CHICHES VRAC;1.152;3.93;4.14;
3329484310250;22/12/2017;POIS CHICHES VRAC;1.115;3.8;4.01;
3329484310250;31/12/2017;POIS CHICHES VRAC;0.363;1.24;1.31;
3329484411209;01/09/2017;LENTILLES VERTES;1;2.62;2.76;
3329484411209;02/09/2017;LENTILLES VERTES;1;2.62;2.76;
3329484411209;09/09/2017;LENTILLES VERTES;2;5.24;5.52;
3329484411209;15/09/2017;LENTILLES VERTES;2;5.02;5.3;
3329484411209;16/09/2017;LENTILLES VERTES;1;2.51;2.65;
3329484411209;23/09/2017;LENTILLES VERTES;3;7.53;7.95;
3329484411209;29/09/2017;LENTILLES VERTES;2;5.02;5.3;
3329484411209;30/09/2017;LENTILLES VERTES;3;7.53;7.95;
3329484411209;06/10/2017;LENTILLES VERTES;1;2.51;2.65;
3329484411209;07/10/2017;LENTILLES VERTES;2;5.02;5.3;
3329484411209;27/10/2017;LENTILLES VERTES;1;2.51;2.65;
3329484411209;28/10/2017;LENTILLES VERTES;3;7.53;7.95;
3329484411209;10/11/2017;LENTILLES VERTES;1;2.51;2.65;
3329484411209;11/11/2017;LENTILLES VERTES;2;5.02;5.3;
3329484411209;18/11/2017;LENTILLES VERTES;1;2.51;2.65;
3329484411209;24/11/2017;LENTILLES VERTES;1;2.51;2.65;
3329484411209;25/11/2017;LENTILLES VERTES;2;5.02;5.3;
3329484411209;30/11/2017;LENTILLES VERTES;1;2.51;2.65;
3329484411209;02/12/2017;LENTILLES VERTES;1;2.51;2.65;
3329484411209;08/12/2017;LENTILLES VERTES;1;2.51;2.65;
3329484411209;15/12/2017;LENTILLES VERTES;1;2.51;2.65;
3329484411209;16/12/2017;LENTILLES VERTES;3;7.53;7.95;
3329484411209;21/12/2017;LENTILLES VERTES;1;2.51;2.65;
3329484485002;01/09/2017;LENTILLES NOIRES BELUGA;2;5.54;5.84;
3329484485002;02/09/2017;LENTILLES NOIRES BELUGA;3;8.31;8.76;
3329484485002;09/09/2017;LENTILLES NOIRES BELUGA;1;2.77;2.92;
3329484485002;16/09/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329484485002;22/09/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329484485002;23/09/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329484485002;29/09/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329484485002;07/10/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329484485002;13/10/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329484485002;14/10/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329484485002;21/10/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329484485002;27/10/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329484485002;17/11/2017;LENTILLES NOIRES BELUGA;2;5.3;5.6;
3329484485002;24/11/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329484485002;30/11/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329484485002;09/12/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329484485002;15/12/2017;LENTILLES NOIRES BELUGA;1;2.65;2.8;
3329485121121;01/09/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;1;6;6.33;
3329485121121;02/09/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;2;12;12.66;
3329485121121;08/09/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;3;18;18.99;
3329485121121;15/09/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;1;5.76;6.08;
3329485121121;16/09/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;4;23.04;24.32;
3329485121121;23/09/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;1;5.76;6.08;
3329485121121;29/09/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;1;5.76;6.08;
3329485121121;30/09/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;1;5.76;6.08;
3329485121121;06/10/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;1;5.76;6.08;
3329485121121;13/10/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;1;5.76;6.08;
3329485121121;14/10/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;1;5.76;6.08;
3329485121121;28/10/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;1;5.76;6.08;
3329485121121;04/11/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;1;5.76;6.08;
3329485121121;10/11/2017;RIZ LONG CAMARGUE 1/2 COMPLET VRAC;2;11.52;12.16;
3329486000135;22/09/2017;COUSCOUS ORIENTAL;4;6.6;6.96;
3329486000135;23/09/2017;COUSCOUS ORIENTAL;1;1.65;1.74;
3329486000135;29/09/2017;COUSCOUS ORIENTAL;3;4.95;5.22;
3329486000135;30/09/2017;COUSCOUS ORIENTAL;1;1.65;1.74;
3329486000135;06/10/2017;COUSCOUS ORIENTAL;6;9.9;10.44;
3329486000135;07/10/2017;COUSCOUS ORIENTAL;3;4.95;5.22;
3329486000135;13/10/2017;COUSCOUS ORIENTAL;2;3.3;3.48;
3329486000135;14/10/2017;COUSCOUS ORIENTAL;5;8.25;8.7;
3329486000135;25/10/2017;COUSCOUS ORIENTAL;1;1.65;1.74;
3329486000135;27/10/2017;COUSCOUS ORIENTAL;3;4.95;5.22;
3329486000135;28/10/2017;COUSCOUS ORIENTAL;2;3.3;3.48;
3329486000135;03/11/2017;COUSCOUS ORIENTAL;2;3.3;3.48;
3329486000135;04/11/2017;COUSCOUS ORIENTAL;2;3.3;3.48;
3329486000135;10/11/2017;COUSCOUS ORIENTAL;1;1.65;1.74;
3329486000135;11/11/2017;COUSCOUS ORIENTAL;2;3.3;3.48;
3329486000135;17/11/2017;COUSCOUS ORIENTAL;6;9.9;10.44;
3329486000135;18/11/2017;COUSCOUS ORIENTAL;3;4.95;5.22;
3329486000135;25/11/2017;COUSCOUS ORIENTAL;1;1.65;1.74;
3329486000135;30/11/2017;COUSCOUS ORIENTAL;1;1.65;1.74;
3329486000135;01/12/2017;COUSCOUS ORIENTAL;3;4.95;5.22;
3329486000135;02/12/2017;COUSCOUS ORIENTAL;1;1.65;1.74;
3329486000135;09/12/2017;COUSCOUS ORIENTAL;2;3.3;3.48;
3329486000135;15/12/2017;COUSCOUS ORIENTAL;2;3.3;3.48;
3329486000135;16/12/2017;COUSCOUS ORIENTAL;2;3.3;3.48;
3329486000135;21/12/2017;COUSCOUS ORIENTAL;1;1.65;1.74;
3329486000135;22/12/2017;COUSCOUS ORIENTAL;2;3.3;3.48;
3329487131258;01/09/2017;NOIX DE CAJOU;2;11.2;11.82;
3329487131258;02/09/2017;NOIX DE CAJOU;1;5.6;5.91;
3329487131258;09/09/2017;NOIX DE CAJOU;2;11.2;11.82;
3329487131258;12/09/2017;NOIX DE CAJOU;1;5.6;5.91;
3329487131258;22/09/2017;NOIX DE CAJOU;1;5.38;5.68;
3329487131258;23/09/2017;NOIX DE CAJOU;1;5.38;5.68;
3329487131258;29/09/2017;NOIX DE CAJOU;1;5.38;5.68;
3329487131258;06/10/2017;NOIX DE CAJOU;1;5.38;5.68;
3329487131258;14/10/2017;NOIX DE CAJOU;2;10.76;11.36;
3329487131258;21/10/2017;NOIX DE CAJOU;1;5.38;5.68;
3329487131258;11/11/2017;NOIX DE CAJOU;1;5.38;5.68;
3329487131258;18/11/2017;NOIX DE CAJOU;1;5.38;5.68;
3329487131258;07/12/2017;NOIX DE CAJOU;1;5.38;5.68;
3329487131258;15/12/2017;NOIX DE CAJOU;1;5.38;5.68;
3329487131258;16/12/2017;NOIX DE CAJOU;1;5.38;5.68;
3329487131258;20/12/2017;NOIX DE CAJOU;1;5.38;5.68;
3329487131258;21/12/2017;NOIX DE CAJOU;1;5.38;5.68;
3329487301255;01/09/2017;AMANDES DECORTIQUEES;1;5.39;5.69;
3329487301255;02/09/2017;AMANDES DECORTIQUEES;1;5.39;5.69;
3329487301255;09/09/2017;AMANDES DECORTIQUEES;2;10.78;11.38;
3329487301255;15/09/2017;AMANDES DECORTIQUEES;2;10.36;10.92;
3329487301255;22/09/2017;AMANDES DECORTIQUEES;1;5.18;5.46;
3329487301255;23/09/2017;AMANDES DECORTIQUEES;1;5.18;5.46;
3329487301255;29/09/2017;AMANDES DECORTIQUEES;2;10.36;10.92;
3329487301255;06/10/2017;AMANDES DECORTIQUEES;1;5.18;5.46;
3329487301255;07/10/2017;AMANDES DECORTIQUEES;1;5.18;5.46;
3329487301255;01/12/2017;AMANDES DECORTIQUEES;1;5.18;5.46;
3329487301255;02/12/2017;AMANDES DECORTIQUEES;1;5.18;5.46;
3329487301255;09/12/2017;AMANDES DECORTIQUEES;3;15.54;16.38;
3329487301255;15/12/2017;AMANDES DECORTIQUEES;1;5.18;5.46;
3329487301255;21/12/2017;AMANDES DECORTIQUEES;2;10.36;10.92;
3329487311254;08/09/2017;NOISETTES DECORTIQUEES;1;5.85;6.17;
3329487311254;09/09/2017;NOISETTES DECORTIQUEES;1;5.85;6.17;
3329487311254;16/09/2017;NOISETTES DECORTIQUEES;1;5.62;5.93;
3329487311254;29/09/2017;NOISETTES DECORTIQUEES;1;5.62;5.93;
3329487311254;14/10/2017;NOISETTES DECORTIQUEES;1;5.62;5.93;
3329487311254;21/10/2017;NOISETTES DECORTIQUEES;1;5.62;5.93;
3329487311254;03/11/2017;NOISETTES DECORTIQUEES;1;5.62;5.93;
3329487311254;07/12/2017;NOISETTES DECORTIQUEES;1;5.62;5.93;
3329487361259;01/09/2017;FIGUES;2;8.5;8.96;
3329487361259;16/09/2017;FIGUES;2;8.18;8.62;
3329487361259;22/09/2017;FIGUES;2;8.18;8.62;
3329487361259;23/09/2017;FIGUES;2;8.18;8.62;
3329487361259;30/09/2017;FIGUES;2;8.18;8.62;
3329487361259;13/10/2017;FIGUES;2;8.18;8.62;
3329487361259;20/10/2017;FIGUES;1;4.09;4.31;
3329487361259;21/10/2017;FIGUES;1;4.09;4.31;
3329487361259;27/10/2017;FIGUES;1;4.09;4.31;
3329487361259;09/11/2017;FIGUES;1;4.09;4.31;
3329487361259;18/11/2017;FIGUES;2;8.18;8.62;
3329487361259;23/11/2017;FIGUES;1;4.09;4.31;
3329487361259;24/11/2017;FIGUES;1;4.09;4.31;
3329487361259;25/11/2017;FIGUES;1;4.09;4.31;
3329487361259;30/11/2017;FIGUES;1;4.09;4.31;
3329487361259;01/12/2017;FIGUES;1;4.09;4.31;
3329487361259;16/12/2017;FIGUES;1;4.09;4.31;
3329487371258;23/09/2017;ABRICOTS BRUNS;1;4.56;4.81;
3329487371258;06/10/2017;ABRICOTS BRUNS;1;4.56;4.81;
3329487371258;20/10/2017;ABRICOTS BRUNS;1;4.56;4.81;
3329487371258;09/11/2017;ABRICOTS BRUNS;1;4.56;4.81;
3329487371258;18/11/2017;ABRICOTS BRUNS;1;4.56;4.81;
3329487371258;30/11/2017;ABRICOTS BRUNS;2;9.12;9.62;
3329487371258;07/12/2017;ABRICOTS BRUNS;1;4.56;4.81;
3329487371258;14/12/2017;ABRICOTS BRUNS;1;4.56;4.81;
3329487371258;16/12/2017;ABRICOTS BRUNS;1;4.56;4.81;
3329487481254;22/09/2017;PRUNEAUX D AGEN DENOYAUTES;1;4.56;4.81;
3329487481254;23/09/2017;PRUNEAUX D AGEN DENOYAUTES;2;9.12;9.62;
3329487481254;06/10/2017;PRUNEAUX D AGEN DENOYAUTES;1;4.56;4.81;
3329487481254;14/10/2017;PRUNEAUX D AGEN DENOYAUTES;3;13.68;14.43;
3329487481254;21/10/2017;PRUNEAUX D AGEN DENOYAUTES;1;4.56;4.81;
3329487481254;25/10/2017;PRUNEAUX D AGEN DENOYAUTES;1;4.56;4.81;
3329487481254;28/10/2017;PRUNEAUX D AGEN DENOYAUTES;1;4.56;4.81;
3329487481254;04/11/2017;PRUNEAUX D AGEN DENOYAUTES;1;4.56;4.81;
3329487481254;17/11/2017;PRUNEAUX D AGEN DENOYAUTES;2;9.12;9.62;
3329487481254;02/12/2017;PRUNEAUX D AGEN DENOYAUTES;1;4.56;4.81;
3329487481254;16/12/2017;PRUNEAUX D AGEN DENOYAUTES;2;9.12;9.62;
3329487481254;23/12/2017;PRUNEAUX D AGEN DENOYAUTES;1;4.56;4.81;
3329487601126;01/09/2017;SUCRE DE CANNE BLOND;2;6.6;6.96;
3329487601126;02/09/2017;SUCRE DE CANNE BLOND;1;3.3;3.48;
3329487601126;16/09/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;23/09/2017;SUCRE DE CANNE BLOND;3;9.51;10.02;
3329487601126;29/09/2017;SUCRE DE CANNE BLOND;2;6.34;6.68;
3329487601126;30/09/2017;SUCRE DE CANNE BLOND;2;6.34;6.68;
3329487601126;06/10/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;13/10/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;14/10/2017;SUCRE DE CANNE BLOND;2;6.34;6.68;
3329487601126;21/10/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;27/10/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;28/10/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;03/11/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;07/11/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;10/11/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;11/11/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;16/11/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;23/11/2017;SUCRE DE CANNE BLOND;2;6.34;6.68;
3329487601126;24/11/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;30/11/2017;SUCRE DE CANNE BLOND;2;6.34;6.68;
3329487601126;07/12/2017;SUCRE DE CANNE BLOND;2;6.34;6.68;
3329487601126;08/12/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;15/12/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487601126;22/12/2017;SUCRE DE CANNE BLOND;1;3.17;3.34;
3329487611200;29/09/2017;FRUCTOSE CRISTALLISE;1;1.9;2;
3329487611200;06/10/2017;FRUCTOSE CRISTALLISE;2;3.8;4;
3329487611200;18/11/2017;FRUCTOSE CRISTALLISE;1;1.9;2;
3329487611200;07/12/2017;FRUCTOSE CRISTALLISE;1;1.9;2;
3329487647506;01/09/2017;SUCRE DE CANNE COMPLET;3;10.59;11.16;
3329487647506;08/09/2017;SUCRE DE CANNE COMPLET;1;3.53;3.72;
3329487647506;09/09/2017;SUCRE DE CANNE COMPLET;1;3.53;3.72;
3329487647506;15/09/2017;SUCRE DE CANNE COMPLET;2;6.76;7.14;
3329487647506;16/09/2017;SUCRE DE CANNE COMPLET;1;3.38;3.57;
3329487647506;22/09/2017;SUCRE DE CANNE COMPLET;2;6.76;7.14;
3329487647506;29/09/2017;SUCRE DE CANNE COMPLET;3;10.14;10.71;
3329487647506;14/10/2017;SUCRE DE CANNE COMPLET;1;3.38;3.57;
3329487647506;28/10/2017;SUCRE DE CANNE COMPLET;1;3.38;3.57;
3329487647506;11/11/2017;SUCRE DE CANNE COMPLET;1;3.38;3.57;
3329487647506;17/11/2017;SUCRE DE CANNE COMPLET;2;6.76;7.14;
3329487647506;18/11/2017;SUCRE DE CANNE COMPLET;1;3.38;3.57;
3329487647506;25/11/2017;SUCRE DE CANNE COMPLET;1;3.38;3.57;
3329487647506;01/12/2017;SUCRE DE CANNE COMPLET;1;3.38;3.57;
3329487647506;08/12/2017;SUCRE DE CANNE COMPLET;1;3.38;3.57;
3329487647506;14/12/2017;SUCRE DE CANNE COMPLET;1;3.38;3.57;
3329487647506;21/12/2017;SUCRE DE CANNE COMPLET;1;3.38;3.57;
3329487651121;01/09/2017;SUCRE DE CANNE BRUN;1;3.93;4.15;
3329487651121;15/09/2017;SUCRE DE CANNE BRUN;1;3.77;3.98;
3329487651121;16/09/2017;SUCRE DE CANNE BRUN;1;3.77;3.98;
3329487651121;22/09/2017;SUCRE DE CANNE BRUN;1;3.77;3.98;
3329487651121;23/09/2017;SUCRE DE CANNE BRUN;2;7.54;7.96;
3329487651121;14/10/2017;SUCRE DE CANNE BRUN;1;3.77;3.98;
3329487651121;21/10/2017;SUCRE DE CANNE BRUN;2;7.54;7.96;
3329487651121;04/11/2017;SUCRE DE CANNE BRUN;1;3.77;3.98;
3329487651121;11/11/2017;SUCRE DE CANNE BRUN;1;3.77;3.98;
3329487651121;25/11/2017;SUCRE DE CANNE BRUN;1;3.77;3.98;
3329487651121;15/12/2017;SUCRE DE CANNE BRUN;1;3.77;3.98;
3329487651121;16/12/2017;SUCRE DE CANNE BRUN;2;7.54;7.96;
3329487673307;02/09/2017;SIROP D AGAVE 330G;1;3.57;3.77;
3329487673307;08/09/2017;SIROP D AGAVE 330G;1;3.57;3.77;
3329487673307;09/09/2017;SIROP D AGAVE 330G;1;3.57;3.77;
3329487673307;29/09/2017;SIROP D AGAVE 330G;1;3.42;3.61;
3329487673307;30/09/2017;SIROP D AGAVE 330G;2;6.84;7.22;
3329487673307;06/10/2017;SIROP D AGAVE 330G;3;10.26;10.83;
3329487673307;07/10/2017;SIROP D AGAVE 330G;1;3.42;3.61;
3329487673307;14/10/2017;SIROP D AGAVE 330G;2;6.84;7.22;
3329487673307;03/11/2017;SIROP D AGAVE 330G;2;6.84;7.22;
3329487673307;10/11/2017;SIROP D AGAVE 330G;1;3.42;3.61;
3329487673307;18/11/2017;SIROP D AGAVE 330G;1;3.42;3.61;
3329487673307;23/11/2017;SIROP D AGAVE 330G;2;6.84;7.22;
3329487673307;30/11/2017;SIROP D AGAVE 330G;1;3.42;3.61;
3329487673307;01/12/2017;SIROP D AGAVE 330G;1;3.42;3.61;
3329487673307;16/12/2017;SIROP D AGAVE 330G;1;3.42;3.61;
3329487673307;29/12/2017;SIROP D AGAVE 330G;1;3.42;3.61;
3329487692506;02/09/2017;MELANGE APERITIF;1;5.5;5.8;
3329487692506;08/09/2017;MELANGE APERITIF;1;5.5;5.8;
3329487692506;09/09/2017;MELANGE APERITIF;3;16.5;17.4;
3329487692506;15/09/2017;MELANGE APERITIF;1;5.28;5.57;
3329487692506;22/09/2017;MELANGE APERITIF;2;10.56;11.14;
3329487692506;23/09/2017;MELANGE APERITIF;2;10.56;11.14;
3329487692506;30/09/2017;MELANGE APERITIF;1;5.28;5.57;
3329487692506;04/10/2017;MELANGE APERITIF;1;5.28;5.57;
3329487692506;06/10/2017;MELANGE APERITIF;2;10.56;11.14;
3329487692506;10/10/2017;MELANGE APERITIF;1;5.28;5.57;
3329487692506;14/10/2017;MELANGE APERITIF;1;5.28;5.57;
3329487692506;04/11/2017;MELANGE APERITIF;1;5.28;5.57;
3329487692506;10/11/2017;MELANGE APERITIF;1;5.28;5.57;
3329487692506;17/11/2017;MELANGE APERITIF;2;10.56;11.14;
3329487692506;22/11/2017;MELANGE APERITIF;1;5.28;5.57;
3329487692506;09/12/2017;MELANGE APERITIF;1;5.28;5.57;
3329487692506;12/12/2017;MELANGE APERITIF;1;5.28;5.57;
3329487692506;15/12/2017;MELANGE APERITIF;1;5.28;5.57;
3329487692506;22/12/2017;MELANGE APERITIF;1;5.28;5.57;
3329489000101;01/09/2017;HUILE DE TOURNESOL VIERGE;3;15.75;16.62;
3329489000101;02/09/2017;HUILE DE TOURNESOL VIERGE;1;5.25;5.54;
3329489000101;08/09/2017;HUILE DE TOURNESOL VIERGE;2;10.5;11.08;
3329489000101;09/09/2017;HUILE DE TOURNESOL VIERGE;3;15.75;16.62;
3329489000101;15/09/2017;HUILE DE TOURNESOL VIERGE;1;5.04;5.32;
3329489000101;29/09/2017;HUILE DE TOURNESOL VIERGE;1;5.04;5.32;
3329489000101;30/09/2017;HUILE DE TOURNESOL VIERGE;2;10.08;10.64;
3329489000101;06/10/2017;HUILE DE TOURNESOL VIERGE;2;10.08;10.64;
3329489000101;14/10/2017;HUILE DE TOURNESOL VIERGE;1;5.04;5.32;
3329489000101;27/10/2017;HUILE DE TOURNESOL VIERGE;1;5.04;5.32;
3329489000101;03/11/2017;HUILE DE TOURNESOL VIERGE;1;5.04;5.32;
3329489000101;10/11/2017;HUILE DE TOURNESOL VIERGE;2;10.08;10.64;
3329489000101;11/11/2017;HUILE DE TOURNESOL VIERGE;2;10.08;10.64;
3329489000101;16/11/2017;HUILE DE TOURNESOL VIERGE;1;5.04;5.32;
3329489000101;24/11/2017;HUILE DE TOURNESOL VIERGE;1;5.04;5.32;
3329489000101;07/12/2017;HUILE DE TOURNESOL VIERGE;1;5.04;5.32;
3329489000101;09/12/2017;HUILE DE TOURNESOL VIERGE;1;5.04;5.32;
3329489000101;15/12/2017;HUILE DE TOURNESOL VIERGE;2;10.08;10.64;
3329489000101;16/12/2017;HUILE DE TOURNESOL VIERGE;1;5.04;5.32;
3329489000217;01/09/2017;HUILE DE SESAME VIERGE;1;7.13;7.52;
3329489000217;02/09/2017;HUILE DE SESAME VIERGE;1;7.13;7.52;
3329489000217;09/09/2017;HUILE DE SESAME VIERGE;1;7.13;7.52;
3329489000217;15/09/2017;HUILE DE SESAME VIERGE;1;6.84;7.22;
3329489000217;16/09/2017;HUILE DE SESAME VIERGE;1;6.84;7.22;
3329489000217;23/09/2017;HUILE DE SESAME VIERGE;1;6.84;7.22;
3329489000217;30/09/2017;HUILE DE SESAME VIERGE;1;6.84;7.22;
3329489000217;07/10/2017;HUILE DE SESAME VIERGE;1;6.84;7.22;
3329489000217;13/10/2017;HUILE DE SESAME VIERGE;1;6.84;7.22;
3329489000217;27/10/2017;HUILE DE SESAME VIERGE;1;6.84;7.22;
3329489000217;17/11/2017;HUILE DE SESAME VIERGE;2;13.68;14.44;
3329489000217;23/11/2017;HUILE DE SESAME VIERGE;1;6.84;7.22;
3329489030023;01/09/2017;PETIT BEURRE AU CHOCOLAT AU LAIT;4;10.8;11.4;
3329489030023;02/09/2017;PETIT BEURRE AU CHOCOLAT AU LAIT;6;16.2;17.1;
3329489030023;08/09/2017;PETIT BEURRE AU CHOCOLAT AU LAIT;1;2.7;2.85;
3329489030023;09/09/2017;PETIT BEURRE AU CHOCOLAT AU LAIT;2;5.4;5.7;
3329489030023;12/09/2017;PETIT BEURRE AU CHOCOLAT AU LAIT;1;2.7;2.85;
3329489030023;16/09/2017;PETIT BEURRE AU CHOCOLAT AU LAIT;2;5.19;5.48;
3329489030023;22/09/2017;PETIT BEURRE AU CHOCOLAT AU LAIT;4;10.39;10.96;
3329489030023;23/09/2017;PETIT BEURRE AU CHOCOLAT AU LAIT;5;13;13.7;
