clef Stat;Date De Vente;Designation Article;Total Qte VEndue;Total ca vente HT;Total Ca Vente TTC;
0000000000001;05/01/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;11/01/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;12/01/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;13/01/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;20/01/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;27/01/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;03/02/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;10/02/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;21/02/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;22/02/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;01/03/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;08/03/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;10/03/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;17/03/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;28/04/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;10/05/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;16/05/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;18/05/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;08/06/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;29/06/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;06/07/2018;BIERE ECHEC & MALT 33CL;3;6;7.2;
0000000000001;12/07/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;18/07/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;20/07/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;24/07/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;27/07/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;03/08/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;13/08/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;15/08/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;16/08/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;22/08/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;28/08/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;07/09/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;12/09/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;13/09/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;19/09/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;20/09/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;21/09/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;22/09/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;25/09/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;27/09/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;02/10/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;04/10/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;06/10/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;26/10/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;17/11/2018;BIERE ECHEC & MALT 33CL;2;4;4.8;
0000000000001;05/12/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;15/12/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000001;20/12/2018;BIERE ECHEC & MALT 33CL;1;2;2.4;
0000000000002;05/01/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;10/01/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;11/01/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;12/01/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;20/01/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;25/01/2018;BIERE MALTOBARBAR 33CL;4;8;9.6;
0000000000002;26/01/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;31/01/2018;BIERE MALTOBARBAR 33CL;3;6;7.2;
0000000000002;02/02/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;09/02/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;16/02/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;17/02/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;21/02/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;23/02/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;24/02/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;10/03/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;15/03/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;21/03/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;28/03/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;31/03/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;06/04/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;28/04/2018;BIERE MALTOBARBAR 33CL;3;6;7.2;
0000000000002;02/05/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;04/05/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;30/05/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;07/06/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;08/06/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;14/06/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;20/06/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;22/06/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;27/06/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;29/06/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;06/07/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;12/07/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;13/07/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;19/07/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;27/07/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;01/08/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;03/08/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;07/08/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;16/08/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;17/08/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;21/08/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;07/09/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;12/09/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;17/09/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;19/09/2018;BIERE MALTOBARBAR 33CL;3;6;7.2;
0000000000002;20/09/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;21/09/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;22/09/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;25/09/2018;BIERE MALTOBARBAR 33CL;3;6;7.2;
0000000000002;29/09/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;02/10/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;05/10/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;06/10/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;13/10/2018;BIERE MALTOBARBAR 33CL;4;8;9.6;
0000000000002;24/10/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;26/10/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;16/11/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;17/11/2018;BIERE MALTOBARBAR 33CL;4;8;9.6;
0000000000002;27/11/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;04/12/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;05/12/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;06/12/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;07/12/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;12/12/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;18/12/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;19/12/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000002;20/12/2018;BIERE MALTOBARBAR 33CL;2;4;4.8;
0000000000002;21/12/2018;BIERE MALTOBARBAR 33CL;1;2;2.4;
0000000000003;27/01/2018;SAVON MIEL ET NOIX;5;16.21;19.45;
0000000000003;02/02/2018;SAVON MIEL ET NOIX;6;19.45;23.34;
0000000000003;22/02/2018;SAVON MIEL ET NOIX;7;22.69;27.23;
0000000000003;03/03/2018;SAVON MIEL ET NOIX;2;6.48;7.78;
0000000000003;26/04/2018;SAVON MIEL ET NOIX;5;16.21;19.45;
0000000000003;02/05/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;12/05/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;18/05/2018;SAVON MIEL ET NOIX;11;35.66;42.79;
0000000000003;23/05/2018;SAVON MIEL ET NOIX;3;9.73;11.67;
0000000000003;26/05/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;31/05/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;02/06/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;07/06/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;13/06/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;20/06/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;21/06/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;04/07/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;06/07/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;11/07/2018;SAVON MIEL ET NOIX;11;35.66;42.79;
0000000000003;19/07/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;25/07/2018;SAVON MIEL ET NOIX;2;6.48;7.78;
0000000000003;27/07/2018;SAVON MIEL ET NOIX;1;3.24;3.89;
0000000000003;03/08/2018;SAVON MIEL ET NOIX;3;9.73;11.67;
0000000000003;08/08/2018;SAVON MIEL ET NOIX;2;6.72;8.06;
0000000000003;09/08/2018;SAVON MIEL ET NOIX;1;3.36;4.03;
0000000000003;15/08/2018;SAVON MIEL ET NOIX;1;3.36;4.03;
0000000000003;22/08/2018;SAVON MIEL ET NOIX;1;3.36;4.03;
0000000000003;23/08/2018;SAVON MIEL ET NOIX;1;3.36;4.03;
0000000000003;20/09/2018;SAVON MIEL ET NOIX;1;3.36;4.03;
0000000000003;22/09/2018;SAVON MIEL ET NOIX;1;3.36;4.03;
0000000000003;26/09/2018;SAVON MIEL ET NOIX;2;6.72;8.06;
0000000000003;27/09/2018;SAVON MIEL ET NOIX;1;3.36;4.03;
0000000000003;17/10/2018;SAVON MIEL ET NOIX;1;3.36;4.03;
0000000000003;29/10/2018;SAVON MIEL ET NOIX;1;3.36;4.03;
0000000000003;06/12/2018;SAVON MIEL ET NOIX;1;3.36;4.03;
0000000000003;13/12/2018;SAVON MIEL ET NOIX;1;3.36;4.03;
0000000000003;18/12/2018;SAVON MIEL ET NOIX;2;6.72;8.06;
0000000000003;19/12/2018;SAVON MIEL ET NOIX;4;13.44;16.12;
0000000000003;20/12/2018;SAVON MIEL ET NOIX;2;6.72;8.06;
0000000000003;22/12/2018;SAVON MIEL ET NOIX;1;3.36;4.03;
0000000000004;06/01/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;12/01/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;13/01/2018;SAVON NATURE;6;19.45;23.34;
0000000000004;20/01/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;24/01/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;26/01/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;27/01/2018;SAVON NATURE;2;6.48;7.78;
0000000000004;15/02/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;23/02/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;24/02/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;08/03/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;14/03/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;16/03/2018;SAVON NATURE;3;9.72;11.67;
0000000000004;21/03/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;29/03/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;26/04/2018;SAVON NATURE;6;19.45;23.34;
0000000000004;02/05/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;24/05/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;25/05/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;09/06/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;15/06/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;28/06/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;06/07/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;01/08/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;03/08/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;09/08/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;23/08/2018;SAVON NATURE;6;19.45;23.34;
0000000000004;13/09/2018;SAVON NATURE;3;9.72;11.67;
0000000000004;06/10/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;11/10/2018;SAVON NATURE;5;16.21;19.45;
0000000000004;17/10/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;18/10/2018;SAVON NATURE;3;9.73;11.67;
0000000000004;06/11/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;07/11/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;09/11/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;16/11/2018;SAVON NATURE;2;6.48;7.78;
0000000000004;20/11/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;23/11/2018;SAVON NATURE;1;3.24;3.89;
0000000000004;05/12/2018;SAVON NATURE;3;9.72;11.67;
0000000000006;05/01/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;13/01/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;18/01/2018;SAVON PROVENCE;3;9.73;11.67;
0000000000006;26/01/2018;SAVON PROVENCE;2;6.48;7.78;
0000000000006;03/02/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;08/03/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;16/03/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;11/04/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;19/04/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;20/04/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;02/05/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;16/05/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;23/05/2018;SAVON PROVENCE;3;9.72;11.67;
0000000000006;31/05/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;06/06/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;09/06/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;21/06/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;29/06/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;07/07/2018;SAVON PROVENCE;2;6.48;7.78;
0000000000006;11/07/2018;SAVON PROVENCE;2;6.48;7.78;
0000000000006;12/07/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;18/07/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;27/07/2018;SAVON PROVENCE;1;3.24;3.89;
0000000000006;08/08/2018;SAVON PROVENCE;2;6.72;8.06;
0000000000006;09/08/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;16/08/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;03/09/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;21/09/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;22/09/2018;SAVON PROVENCE;2;6.72;8.06;
0000000000006;26/09/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;27/09/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;09/10/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;10/10/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;15/10/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;25/10/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;16/11/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;20/11/2018;SAVON PROVENCE;2;6.72;8.06;
0000000000006;23/11/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;06/12/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;13/12/2018;SAVON PROVENCE;2;6.72;8.06;
0000000000006;19/12/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;20/12/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;21/12/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000006;22/12/2018;SAVON PROVENCE;1;3.36;4.03;
0000000000007;20/01/2018;SAVON BLANC LAVANDIN LIQUIDE;1;8.4;10.08;
0000000000007;09/02/2018;SAVON BLANC LAVANDIN LIQUIDE;1;8.4;10.08;
0000000000007;07/03/2018;SAVON BLANC LAVANDIN LIQUIDE;1;8.4;10.08;
0000000000007;24/05/2018;SAVON BLANC LAVANDIN LIQUIDE;1;8.4;10.08;
0000000000007;19/07/2018;SAVON BLANC LAVANDIN LIQUIDE;1;8.4;10.08;
0000000000007;26/09/2018;SAVON BLANC LAVANDIN LIQUIDE;1;8.4;10.08;
0000000000007;20/12/2018;SAVON BLANC LAVANDIN LIQUIDE;1;8.4;10.08;
0000000000008;10/01/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;17/01/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;24/01/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;26/01/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;27/01/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;03/02/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;22/02/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;08/03/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;28/03/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;04/04/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;19/04/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;27/04/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;19/05/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;09/06/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;14/06/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;15/06/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;07/07/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;11/07/2018;SAVON DE MENAGE;1;5.64;6.77;
0000000000008;11/08/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;22/08/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;24/08/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;01/09/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;14/09/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;04/10/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;10/10/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;19/10/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;22/10/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;31/10/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;09/11/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;28/11/2018;SAVON DE MENAGE;3;17.28;20.73;
0000000000008;30/11/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;06/12/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;08/12/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;10/12/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;11/12/2018;SAVON DE MENAGE;2;11.52;13.82;
0000000000008;17/12/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000008;18/12/2018;SAVON DE MENAGE;2;11.52;13.82;
0000000000008;21/12/2018;SAVON DE MENAGE;1;5.76;6.91;
0000000000009;27/01/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;01/02/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;02/02/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;03/02/2018;SAVON DETACHANT;3;9.73;11.67;
0000000000009;10/02/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;21/02/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;07/03/2018;SAVON DETACHANT;2;6.48;7.78;
0000000000009;08/03/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;17/05/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;26/05/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;06/06/2018;SAVON DETACHANT;2;6.48;7.78;
0000000000009;14/06/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;27/06/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;13/07/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;18/07/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;24/07/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;30/07/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;03/08/2018;SAVON DETACHANT;2;6.48;7.78;
0000000000009;08/08/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;30/08/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;07/09/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;22/09/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;03/10/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;10/10/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;25/10/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;02/11/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;07/11/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;21/11/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;05/12/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000009;19/12/2018;SAVON DETACHANT;1;3.24;3.89;
0000000000015;26/01/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;02/02/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;07/02/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;15/02/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;16/02/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;11/04/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;19/04/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;25/04/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;27/04/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;09/05/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;16/05/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;18/05/2018;CONFITURE D ABRICOT;2;7.74;8.16;
0000000000015;26/05/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;30/05/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;07/06/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000015;14/06/2018;CONFITURE D ABRICOT;2;7.74;8.16;
0000000000015;15/06/2018;CONFITURE D ABRICOT;1;3.87;4.08;
0000000000017;04/01/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;05/01/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;06/01/2018;VIN BLANC A L OMBRE DU MURIER;2;6.48;7.78;
0000000000017;11/01/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;12/01/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;20/01/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;24/01/2018;VIN BLANC A L OMBRE DU MURIER;3;9.72;11.67;
0000000000017;27/01/2018;VIN BLANC A L OMBRE DU MURIER;2;6.48;7.78;
0000000000017;03/02/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;06/02/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;08/02/2018;VIN BLANC A L OMBRE DU MURIER;2;6.48;7.78;
0000000000017;14/02/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;16/02/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;17/02/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;02/03/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;03/03/2018;VIN BLANC A L OMBRE DU MURIER;4;12.96;15.56;
0000000000017;09/03/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;10/03/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;15/03/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;17/03/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;29/03/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;30/03/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;31/03/2018;VIN BLANC A L OMBRE DU MURIER;2;6.48;7.78;
0000000000017;04/04/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;05/04/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;07/04/2018;VIN BLANC A L OMBRE DU MURIER;2;6.48;7.78;
0000000000017;13/04/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;20/04/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
0000000000017;21/04/2018;VIN BLANC A L OMBRE DU MURIER;2;6.48;7.78;
0000000000017;26/04/2018;VIN BLANC A L OMBRE DU MURIER;2;6.48;7.78;
0000000000017;28/04/2018;VIN BLANC A L OMBRE DU MURIER;1;3.24;3.89;
